# Chunk-averaged data for fix 4 and group file
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount vx
4050000 20 8980
  10 25.4725 454.582 0.000695624
  11 27.3332 457.548 0.000849225
  12 29.1938 450.896 0.000658078
  13 31.0544 461.61 0.000525902
  14 32.915 446.214 0.000380175
  15 34.7757 453.882 0.000195196
  16 36.6363 451 1.2402e-05
  17 38.4969 446.878 -0.000174274
  18 40.3576 444.53 -0.000376095
  19 42.2182 445.372 -0.000613587
  20 44.0788 446.876 -0.000817333
5600000 20 8980
  1 8.72689 449.148 -0.00107001
  2 10.5875 450.37 -0.000875453
  3 12.4481 443.894 -0.000684787
  4 14.3088 447.136 -0.000492178
  5 16.1694 441.318 -0.000270623
  6 18.03 445.554 -5.12428e-05
  7 19.8907 449.078 0.000186456
  8 21.7513 443.292 0.000377697
  9 23.6119 452.158 0.000555138
  10 25.4725 458.46 0.000698598
  11 27.3332 455.734 0.000884538
  12 29.1938 453.47 0.000699594
  13 31.0544 456.338 0.000543948
  14 32.915 456.898 0.000389484
  15 34.7757 446.954 0.000233723
  16 36.6363 451.108 1.69046e-05
  17 38.4969 447.746 -0.000182701
  18 40.3576 442.238 -0.000389993
  19 42.2182 444.674 -0.000602546
  20 44.0788 444.432 -0.000850944
5650000 20 8980
  1 8.72689 450.1 -0.00103284
  2 10.5875 448.22 -0.000854831
  3 12.4481 443.824 -0.000656229
  4 14.3088 447.888 -0.000452373
  5 16.1694 443.126 -0.000261222
  6 18.03 442.89 -2.05498e-05
  7 19.8907 449.454 0.000167962
  8 21.7513 442.632 0.000341954
  9 23.6119 456.102 0.000499262
  10 25.4725 453.644 0.000672164
  11 27.3332 458.236 0.000835962
  12 29.1938 461.726 0.000666075
  13 31.0544 452.918 0.000521217
  14 32.915 459.552 0.000389466
  15 34.7757 450.322 0.000228795
  16 36.6363 446.604 6.39574e-05
  17 38.4969 445.928 -0.00016029
  18 40.3576 434.828 -0.000376817
  19 42.2182 446.452 -0.000624892
  20 44.0788 445.554 -0.000822542
5700000 20 8980
  1 8.72689 443.948 -0.00108238
  2 10.5875 452.314 -0.000853575
  3 12.4481 441.298 -0.000681433
  4 14.3088 442.9 -0.000432144
  5 16.1694 444.67 -0.000205692
  6 18.03 447.27 2.31961e-05
  7 19.8907 447.12 0.000213322
  8 21.7513 452.002 0.000398864
  9 23.6119 454.73 0.000557352
  10 25.4725 460.32 0.000681372
  11 27.3332 453.318 0.000855888
  12 29.1938 459.176 0.00066465
  13 31.0544 452.41 0.000514388
  14 32.915 458.734 0.000379142
  15 34.7757 447.6 0.000208096
  16 36.6363 444.02 -9.2862e-06
  17 38.4969 444.464 -0.000216585
  18 40.3576 449.306 -0.000451075
  19 42.2182 439.214 -0.00066844
  20 44.0788 445.186 -0.000865328
5750000 20 8980
  1 8.72689 442.842 -0.00106723
  2 10.5875 444.97 -0.000851307
  3 12.4481 444.692 -0.000662877
  4 14.3088 437.962 -0.00042604
  5 16.1694 448.016 -0.000190383
  6 18.03 440.836 4.67916e-06
  7 19.8907 438.88 0.000215621
  8 21.7513 455.37 0.000412372
  9 23.6119 458.328 0.000526037
  10 25.4725 462.58 0.000667642
  11 27.3332 453.37 0.000799049
  12 29.1938 453.256 0.000647615
  13 31.0544 463.698 0.000504803
  14 32.915 453.576 0.00037718
  15 34.7757 449.684 0.000202244
  16 36.6363 450.906 2.54241e-05
  17 38.4969 442.616 -0.000189625
  18 40.3576 446.25 -0.000422337
  19 42.2182 442.492 -0.000645572
  20 44.0788 449.676 -0.000859904
5800000 20 8980
  1 8.72689 438.886 -0.00102638
  2 10.5875 448.724 -0.000806543
  3 12.4481 443.314 -0.000639426
  4 14.3088 443.834 -0.000413533
  5 16.1694 443.454 -0.000237113
  6 18.03 444.412 -9.41075e-06
  7 19.8907 450.42 0.000178218
  8 21.7513 449.39 0.00038129
  9 23.6119 456.4 0.000531407
  10 25.4725 459.012 0.00065077
  11 27.3332 452.444 0.000812949
  12 29.1938 459.55 0.000646829
  13 31.0544 455.312 0.000488835
  14 32.915 451.004 0.000372523
  15 34.7757 455.088 0.000203525
  16 36.6363 446.618 2.49335e-05
  17 38.4969 444.346 -0.000185448
  18 40.3576 439.444 -0.000388461
